features/carat,features/clarity,features/color,features/cut,features/depth,features/table,features/x,features/y,features/z,label,id,clean_label,is_noisy,noisy_label
1.53,2,0,4,61.4,58.0,7.35,7.44,4.54,1,30125,1,0,1
0.52,3,0,3,60.6,56.0,5.25,5.22,3.17,0,30126,0,0,0
0.8,4,4,2,62.7,56.0,5.88,5.96,3.71,0,30127,1,1,0
0.32,1,4,4,61.4,56.0,4.4,4.43,2.71,0,30128,0,0,0
0.7,5,4,4,61.0,56.0,5.75,5.78,3.52,1,30129,1,0,1
0.5,3,1,2,60.2,60.0,5.13,5.17,3.1,0,30130,0,0,0
0.5,2,1,4,62.2,57.0,5.06,5.1,3.16,0,30131,0,0,0
0.31,4,3,3,62.2,56.0,4.36,4.32,2.7,0,30132,0,0,0
0.27,3,3,3,62.4,59.0,4.13,4.11,2.57,0,30133,0,0,0
1.01,2,4,2,61.2,60.0,6.41,6.44,3.93,1,30134,1,0,1
1.51,5,5,4,61.6,58.0,7.35,7.4,4.54,1,30135,1,0,1
0.3,5,4,4,62.7,53.0,4.29,4.32,2.7,1,30136,0,1,1
0.78,3,5,4,61.2,58.0,5.88,5.92,3.61,0,30137,1,1,0
0.72,3,0,4,62.1,57.0,5.69,5.75,3.55,1,30138,1,0,1
0.38,4,6,3,62.1,60.0,4.64,4.6,2.87,0,30139,0,0,0
0.7,1,3,2,60.6,58.0,5.72,5.77,3.48,1,30140,0,1,1
1.02,2,0,4,61.2,56.0,6.51,6.56,4.0,0,30141,1,1,0
0.3,2,3,2,62.7,58.0,4.22,4.27,2.66,0,30142,0,0,0
2.11,1,3,3,62.2,60.0,8.19,8.15,5.08,1,30143,1,0,1
0.27,6,1,1,63.9,57.0,4.07,4.1,2.61,0,30144,0,0,0
0.91,3,6,3,61.6,58.0,6.28,6.23,3.85,1,30145,1,0,1
0.7,2,4,4,61.4,57.0,5.73,5.7,3.51,0,30146,0,0,0
0.3,3,6,3,62.2,58.0,4.28,4.3,2.67,0,30147,0,0,0
0.39,5,2,4,61.9,54.8,4.68,4.69,2.9,0,30148,0,0,0
1.06,2,1,3,59.2,60.0,6.64,6.6,3.92,1,30149,1,0,1
0.31,5,2,4,61.5,56.0,4.35,4.37,2.68,0,30150,0,0,0
1.25,1,4,3,62.2,60.0,6.83,6.8,4.24,0,30151,1,1,0
2.05,1,5,3,62.0,58.0,8.13,8.08,5.02,0,30152,1,1,0
0.5,4,2,1,58.0,61.0,5.18,5.23,3.02,0,30153,0,0,0
0.34,4,2,4,61.7,55.0,4.51,4.53,2.79,1,30154,0,1,1
0.31,3,3,3,60.7,61.0,4.37,4.33,2.64,0,30155,0,0,0
1.62,2,4,3,61.3,60.0,7.48,7.53,4.6,1,30156,1,0,1
0.5,2,4,4,62.0,56.0,5.08,5.11,3.16,0,30157,0,0,0
0.59,2,1,4,60.7,56.0,5.45,5.49,3.32,0,30158,0,0,0
1.0,1,0,4,62.7,58.0,6.34,6.39,3.99,1,30159,1,0,1
1.14,2,6,4,60.2,57.0,6.81,6.71,4.07,1,30160,1,0,1
1.16,7,3,4,62.0,57.0,6.7,6.73,4.16,0,30161,1,1,0
0.41,3,1,4,62.5,55.0,4.77,4.74,2.97,0,30162,0,0,0
1.33,3,0,1,63.6,58.0,7.02,6.91,4.43,0,30163,1,1,0
0.6,4,4,4,62.0,53.0,5.44,5.46,3.38,0,30164,0,0,0
1.2,3,3,3,61.6,59.0,6.85,6.81,4.21,1,30165,1,0,1
0.32,5,4,4,61.5,55.0,4.41,4.44,2.72,0,30166,0,0,0
0.72,2,0,4,62.2,56.0,5.77,5.74,3.58,1,30167,1,0,1
0.41,2,0,2,63.0,59.0,4.73,4.76,2.99,0,30168,0,0,0
0.7,2,0,2,63.7,60.0,5.57,5.61,3.56,0,30169,1,1,0
0.43,3,3,3,61.1,59.0,4.83,4.86,2.96,0,30170,0,0,0
0.3,2,0,2,63.0,58.0,4.24,4.27,2.68,0,30171,0,0,0
1.01,2,5,3,62.7,59.0,6.43,6.36,4.01,1,30172,1,0,1
0.35,4,2,2,60.3,58.6,4.56,4.59,2.76,1,30173,0,1,1
0.34,3,3,4,62.1,55.0,4.46,4.49,2.78,1,30174,0,1,1
0.66,3,3,1,58.1,59.9,5.68,5.72,3.31,1,30175,0,1,1
0.36,2,0,4,62.7,57.0,4.59,4.54,2.86,0,30176,0,0,0
1.01,4,2,1,61.2,56.0,6.42,6.49,3.95,1,30177,1,0,1
0.71,3,1,4,61.8,57.0,5.73,5.7,3.53,1,30178,1,0,1
0.33,5,1,4,61.8,56.0,4.44,4.46,2.75,0,30179,0,0,0
1.51,7,4,4,62.7,56.0,7.26,7.38,4.59,1,30180,1,0,1
2.08,2,4,4,61.7,58.0,8.13,8.21,5.04,1,30181,1,0,1
0.82,5,3,4,62.1,56.0,5.97,6.01,3.72,1,30182,1,0,1
1.12,1,1,3,61.1,58.0,6.73,6.69,4.1,1,30183,1,0,1
0.32,3,0,4,59.8,57.0,4.51,4.46,2.68,1,30184,0,1,1
0.9,1,0,3,59.0,61.0,6.32,6.28,3.72,1,30185,1,0,1
0.5,2,3,2,59.3,58.0,5.19,5.24,3.09,1,30186,0,1,1
0.33,4,0,4,61.7,55.0,4.48,4.5,2.77,0,30187,0,0,0
0.73,4,1,3,61.3,59.0,5.81,5.78,3.55,1,30188,1,0,1
0.57,2,2,3,59.5,60.0,5.43,5.42,3.23,0,30189,0,0,0
0.42,2,4,3,62.1,59.0,4.81,4.78,2.98,0,30190,0,0,0
0.32,6,0,4,61.5,57.0,4.45,4.43,2.73,0,30191,0,0,0
1.14,1,0,4,61.4,56.0,6.69,6.77,4.13,1,30192,1,0,1
1.21,2,4,2,60.4,58.0,6.91,6.96,4.19,1,30193,1,0,1
1.32,6,4,4,62.1,55.0,6.98,7.03,4.35,1,30194,1,0,1
1.74,1,1,4,62.3,57.0,7.8,7.7,4.83,1,30195,1,0,1
0.4,2,2,1,63.6,59.0,4.64,4.67,2.96,0,30196,0,0,0
0.91,1,3,2,64.0,61.0,6.05,6.08,3.88,1,30197,1,0,1
0.3,2,0,2,63.3,59.0,4.25,4.22,2.68,0,30198,0,0,0
0.25,5,1,1,58.0,65.0,4.13,4.18,2.41,0,30199,0,0,0
0.3,4,4,4,62.9,54.0,4.31,4.28,2.7,0,30200,0,0,0
1.01,3,3,3,62.1,54.0,6.5,6.36,3.99,1,30201,1,0,1
1.35,1,5,0,66.5,57.0,6.79,6.74,4.5,0,30202,1,1,0
0.7,2,1,3,61.8,59.0,5.63,5.57,3.46,0,30203,0,0,0
0.51,1,1,3,62.7,52.0,5.15,5.12,3.22,0,30204,0,0,0
0.52,6,5,2,63.1,58.0,5.13,5.1,3.23,0,30205,0,0,0
0.71,4,5,2,62.3,60.0,5.69,5.73,3.56,1,30206,0,1,1
0.44,5,6,4,62.1,55.0,4.88,4.91,3.04,1,30207,0,1,1
0.35,2,2,3,60.2,58.0,4.54,4.6,2.75,0,30208,0,0,0
1.06,2,0,4,62.6,56.0,6.49,6.52,4.07,1,30209,1,0,1
0.4,3,2,3,60.7,60.0,4.75,4.8,2.9,0,30210,0,0,0
0.41,4,2,3,59.9,58.0,4.81,4.84,2.89,0,30211,0,0,0
0.74,4,5,4,62.5,56.0,5.76,5.8,3.61,1,30212,1,0,1
0.54,3,2,3,62.4,58.0,5.25,5.2,3.26,0,30213,0,0,0
0.39,3,0,3,61.3,58.0,4.7,4.73,2.89,1,30214,0,1,1
1.51,3,1,2,60.1,58.0,7.51,7.57,4.53,0,30215,1,1,0
1.52,2,2,4,61.5,55.0,7.44,7.41,4.57,1,30216,1,0,1
0.79,1,3,2,63.4,60.0,5.83,5.77,3.68,0,30217,0,0,0
1.21,5,3,2,59.3,58.0,7.01,7.05,4.17,1,30218,1,0,1
0.32,6,3,4,61.3,60.0,4.39,4.42,2.7,0,30219,0,0,0
0.34,5,4,4,62.2,55.0,4.49,4.48,2.79,0,30220,0,0,0
0.7,4,4,4,61.8,56.0,5.69,5.72,3.53,0,30221,1,1,0
0.24,2,0,2,63.1,55.0,3.95,4.01,2.51,1,30222,0,1,1
1.04,1,5,4,61.9,56.0,6.51,6.45,4.02,1,30223,1,0,1
0.38,3,0,2,61.6,59.0,4.62,4.66,2.86,0,30224,0,0,0
0.3,6,3,3,60.5,59.0,4.33,4.36,2.63,0,30225,0,0,0
0.35,1,1,4,61.7,56.0,4.53,4.55,2.8,1,30226,0,1,1
0.34,5,4,4,60.9,55.0,4.52,4.54,2.75,0,30227,0,0,0
0.5,1,0,3,62.1,57.0,5.12,5.09,3.17,0,30228,0,0,0
0.99,2,2,2,62.5,58.0,6.36,6.38,3.98,1,30229,1,0,1
0.29,1,2,4,60.6,59.0,4.31,4.37,2.63,0,30230,0,0,0
1.0,3,3,3,63.0,58.0,6.4,6.33,4.01,1,30231,1,0,1
1.01,2,0,3,62.6,58.0,6.44,6.33,4.0,1,30232,1,0,1
0.7,2,1,4,60.2,57.0,5.78,5.82,3.49,1,30233,1,0,1
1.21,1,2,3,61.5,57.0,6.93,6.88,4.25,1,30234,1,0,1
1.25,2,4,4,62.2,57.0,6.9,6.86,4.28,1,30235,1,0,1
0.31,2,0,4,62.2,54.0,4.36,4.39,2.72,0,30236,0,0,0
0.3,3,0,4,61.5,55.0,4.3,4.35,2.66,0,30237,0,0,0
0.39,4,3,4,62.6,55.0,4.66,4.69,2.93,1,30238,0,1,1
0.31,2,0,4,61.8,57.0,4.33,4.37,2.69,0,30239,0,0,0
0.55,1,3,4,62.1,56.0,5.25,5.28,3.27,0,30240,0,0,0
0.32,3,1,4,62.0,55.0,4.38,4.46,2.74,0,30241,0,0,0
0.6,1,2,4,61.7,56.0,5.41,5.38,3.33,0,30242,0,0,0
1.59,1,0,2,59.9,59.0,7.6,7.52,4.53,1,30243,1,0,1
1.09,3,4,3,61.4,58.0,6.64,6.58,4.06,0,30244,1,1,0
0.42,6,5,4,62.0,55.0,4.88,4.8,3.0,0,30245,0,0,0
2.0,3,4,4,60.5,56.0,8.34,8.22,5.01,1,30246,1,0,1
1.1,3,3,4,60.2,56.0,6.7,6.74,4.05,1,30247,1,0,1
1.17,4,3,3,62.4,56.0,6.81,6.75,4.23,1,30248,1,0,1
1.5,1,1,1,64.5,58.0,7.06,7.11,4.57,1,30249,1,0,1
0.53,4,3,4,62.7,55.0,5.16,5.18,3.24,0,30250,0,0,0
1.02,3,4,4,60.4,57.0,6.58,6.54,3.96,1,30251,1,0,1
2.09,1,5,4,63.0,57.0,8.13,8.09,5.11,1,30252,1,0,1
0.79,4,0,2,58.8,60.0,6.03,6.08,3.56,1,30253,1,0,1
0.41,4,1,3,62.2,57.0,4.78,4.74,2.96,0,30254,0,0,0
0.7,2,3,2,63.3,61.0,5.6,5.55,3.53,1,30255,0,1,1
0.3,3,3,2,60.8,61.0,4.31,4.34,2.63,0,30256,0,0,0
1.11,2,4,3,62.8,61.0,6.63,6.56,4.14,1,30257,1,0,1
0.7,2,4,2,61.5,57.0,5.64,5.68,3.48,0,30258,0,0,0
1.01,2,1,4,61.1,57.0,6.5,6.47,3.96,1,30259,1,0,1
1.52,4,5,4,61.8,55.0,7.38,7.41,4.57,1,30260,1,0,1
0.71,2,4,3,62.1,58.0,5.72,5.75,3.56,0,30261,0,0,0
0.3,7,3,4,61.7,53.0,4.33,4.36,2.68,0,30262,0,0,0
0.33,5,0,3,60.4,60.0,4.51,4.46,2.71,1,30263,0,1,1
0.34,2,0,2,62.8,58.0,4.44,4.48,2.8,0,30264,0,0,0
1.0,1,0,0,65.2,56.0,6.27,6.21,4.07,1,30265,1,0,1
0.36,2,4,4,61.9,55.0,4.57,4.59,2.83,0,30266,0,0,0
0.33,4,3,3,59.2,59.0,4.51,4.54,2.68,1,30267,0,1,1
0.9,1,5,2,60.5,56.0,6.22,6.24,3.77,1,30268,1,0,1
0.39,4,5,2,63.1,58.0,4.68,4.61,2.93,0,30269,0,0,0
2.09,3,3,4,61.8,57.0,8.24,8.17,5.07,1,30270,1,0,1
0.39,2,1,4,62.0,56.0,4.72,4.65,2.91,0,30271,0,0,0
0.38,3,1,2,60.5,62.0,4.65,4.74,2.84,1,30272,0,1,1
0.79,7,4,4,61.3,56.0,5.96,5.98,3.66,0,30273,1,1,0
0.9,2,5,0,65.7,58.0,6.03,6.0,3.95,1,30274,1,0,1
1.2,4,5,2,62.8,54.5,6.75,6.79,4.25,1,30275,1,0,1
0.42,2,0,2,60.2,57.0,4.85,4.89,2.93,0,30276,0,0,0
0.7,1,4,2,60.9,58.0,5.68,5.74,3.48,0,30277,0,0,0
1.0,5,2,2,61.1,55.0,6.49,6.51,3.97,1,30278,1,0,1
0.34,1,2,2,60.6,58.0,4.55,4.57,2.76,0,30279,0,0,0
1.52,4,2,2,63.4,60.0,7.3,7.25,4.61,1,30280,1,0,1
0.77,5,3,3,60.8,59.0,5.96,5.92,3.61,0,30281,1,1,0
0.51,2,3,2,63.1,56.0,5.08,5.16,3.23,0,30282,0,0,0
0.41,3,2,4,62.7,57.0,4.78,4.73,2.98,0,30283,0,0,0
0.32,3,5,2,63.2,56.0,4.38,4.32,2.75,0,30284,0,0,0
0.5,2,3,1,60.2,64.0,5.11,5.04,3.05,1,30285,0,1,1
1.0,2,3,4,61.9,56.0,6.45,6.37,3.97,1,30286,1,0,1
0.32,3,4,3,61.7,59.0,4.4,4.35,2.7,0,30287,0,0,0
1.73,3,6,4,63.0,57.0,7.64,7.6,4.8,1,30288,1,0,1
0.32,3,4,3,62.7,58.0,4.33,4.35,2.72,0,30289,0,0,0
1.02,1,6,2,63.1,58.0,6.38,6.34,4.01,0,30290,1,1,0
1.03,0,6,3,62.8,55.0,6.43,6.41,4.03,0,30291,0,0,0
0.54,2,4,3,61.0,58.0,5.23,5.27,3.2,1,30292,0,1,1
0.58,4,1,4,62.9,54.0,5.34,5.31,3.35,0,30293,0,0,0
0.31,3,4,2,60.0,60.0,4.4,4.43,2.65,0,30294,0,0,0
0.52,4,1,3,61.6,58.0,5.14,5.18,3.18,1,30295,0,1,1
0.5,2,0,4,62.0,54.0,5.09,5.13,3.17,1,30296,0,1,1
1.16,3,3,4,60.7,58.0,6.86,6.81,4.15,1,30297,1,0,1
0.28,4,1,2,60.2,58.0,4.23,4.27,2.56,0,30298,0,0,0
1.03,1,2,4,61.9,56.0,6.47,6.43,3.99,1,30299,1,0,1
0.43,2,2,2,62.9,59.0,4.79,4.84,3.03,1,30300,0,1,1
0.62,4,1,0,58.8,67.0,5.66,5.57,3.29,0,30301,0,0,0
1.01,3,3,2,63.2,55.0,6.39,6.34,4.02,0,30302,1,1,0
0.26,5,1,4,62.9,58.0,4.02,4.06,2.54,0,30303,0,0,0
0.4,6,2,3,61.1,59.0,4.75,4.78,2.91,0,30304,0,0,0
0.32,4,5,2,63.2,54.0,4.42,4.38,2.78,0,30305,0,0,0
1.83,2,4,4,61.5,56.0,7.87,7.81,4.82,1,30306,1,0,1
1.0,4,0,2,60.5,59.0,6.43,6.46,3.9,1,30307,1,0,1
1.0,2,3,0,65.7,54.0,6.24,6.16,4.07,1,30308,1,0,1
0.51,2,1,2,60.9,57.0,5.17,5.2,3.16,0,30309,0,0,0
0.7,4,2,4,62.2,56.0,5.73,5.68,3.55,1,30310,1,0,1
0.8,2,2,2,61.6,56.0,5.96,6.0,3.68,1,30311,1,0,1
0.5,2,5,3,61.7,58.0,5.15,5.09,3.16,0,30312,0,0,0
0.3,2,1,2,63.4,56.0,4.25,4.23,2.69,0,30313,0,0,0
0.54,1,2,4,61.2,56.0,5.27,5.28,3.23,1,30314,0,1,1
0.42,2,1,3,61.6,59.0,4.83,4.85,2.98,0,30315,0,0,0
0.51,3,2,3,62.1,58.0,5.12,5.09,3.17,0,30316,0,0,0
1.13,3,3,4,61.6,57.0,6.68,6.7,4.12,1,30317,1,0,1
0.31,6,2,4,62.2,54.0,4.36,4.39,2.72,0,30318,0,0,0
0.62,1,1,2,58.8,63.0,5.58,5.61,3.29,0,30319,0,0,0
1.0,4,3,4,62.6,56.0,6.39,6.36,3.99,1,30320,1,0,1
0.36,2,0,3,61.4,58.0,4.59,4.56,2.81,1,30321,0,1,1
1.05,2,5,4,62.1,54.0,6.54,6.55,4.06,0,30322,1,1,0
1.06,3,3,2,61.7,57.0,6.5,6.57,4.03,1,30323,1,0,1
2.0,1,1,4,62.3,56.0,8.04,7.94,4.98,1,30324,1,0,1
1.2,2,1,3,60.3,57.0,6.98,6.84,4.17,1,30325,1,0,1
1.0,1,5,4,58.8,55.0,6.53,6.46,3.82,0,30326,1,1,0
1.52,3,4,1,63.3,57.0,7.32,7.33,4.64,1,30327,1,0,1
1.29,1,0,2,61.9,58.0,6.99,7.03,4.34,1,30328,1,0,1
0.56,2,0,4,62.3,57.0,5.24,5.26,3.27,1,30329,0,1,1
1.21,2,1,2,62.9,58.0,6.78,6.79,4.27,1,30330,1,0,1
0.91,4,1,3,62.9,56.0,6.21,6.13,3.88,1,30331,1,0,1
0.51,5,3,4,61.8,56.0,5.11,5.15,3.16,0,30332,0,0,0
0.9,3,2,2,62.2,57.0,6.17,6.24,3.86,0,30333,1,1,0
0.77,3,3,2,62.8,59.0,5.81,5.84,3.66,1,30334,1,0,1
0.32,6,5,3,63.0,58.0,4.38,4.32,2.74,0,30335,0,0,0
0.5,2,2,3,62.5,59.0,5.03,4.99,3.13,0,30336,0,0,0
2.0,2,5,2,58.5,58.0,8.24,8.28,4.83,1,30337,1,0,1
1.51,2,3,3,59.7,58.0,7.5,7.45,4.46,1,30338,1,0,1
0.34,6,4,3,61.2,58.0,4.48,4.51,2.75,0,30339,0,0,0
0.3,7,5,1,63.3,57.0,4.23,4.3,2.7,0,30340,0,0,0
0.33,5,2,4,61.4,55.0,4.48,4.51,2.76,0,30341,0,0,0
0.41,6,2,4,61.7,57.0,4.8,4.77,2.95,0,30342,0,0,0
0.74,3,2,0,64.6,55.0,5.74,5.66,3.68,0,30343,1,1,0
1.05,1,4,4,61.2,57.0,6.62,6.55,4.03,1,30344,1,0,1
2.14,0,4,0,66.4,56.0,8.0,7.92,5.29,1,30345,1,0,1
2.02,1,5,3,59.4,59.0,8.25,8.21,4.89,1,30346,1,0,1
2.21,2,4,3,61.1,58.0,8.39,8.34,5.11,1,30347,1,0,1
0.63,6,5,4,62.8,58.0,5.44,5.49,3.43,0,30348,0,0,0
1.01,3,2,4,62.6,57.0,6.39,6.43,4.01,0,30349,1,1,0
1.52,4,1,4,62.4,54.0,7.32,7.39,4.59,1,30350,1,0,1
1.52,4,5,2,62.2,63.0,7.26,7.23,4.51,0,30351,1,1,0
1.01,3,1,1,58.9,62.0,6.55,6.63,3.88,1,30352,1,0,1
1.1,1,1,1,63.3,56.0,6.53,6.58,4.15,0,30353,1,1,0
0.54,3,1,3,59.2,58.0,5.32,5.35,3.16,0,30354,0,0,0
0.27,4,1,3,60.2,59.0,4.24,4.2,2.54,0,30355,0,0,0
1.21,3,3,4,61.8,57.0,6.83,6.79,4.21,1,30356,1,0,1
0.42,5,2,4,62.2,56.0,4.79,4.82,2.99,1,30357,0,1,1
0.7,2,4,2,62.1,59.0,5.62,5.66,3.5,0,30358,0,0,0
0.35,3,2,4,61.4,55.0,4.6,4.55,2.81,0,30359,0,0,0
1.51,3,5,4,61.6,57.0,7.34,7.28,4.5,1,30360,1,0,1
0.76,3,1,3,60.1,59.0,6.01,5.97,3.6,1,30361,1,0,1
1.73,4,3,3,62.8,57.0,7.72,7.57,4.8,1,30362,1,0,1
0.42,6,3,4,61.1,56.0,4.87,4.82,2.96,0,30363,0,0,0
0.36,4,1,4,62.0,54.2,4.55,4.58,2.83,1,30364,0,1,1
1.57,4,4,2,62.8,60.0,7.36,7.44,4.65,0,30365,1,1,0
1.14,2,6,4,61.7,54.0,6.71,6.74,4.15,1,30366,1,0,1
1.15,2,4,1,60.2,61.0,6.74,6.84,4.09,1,30367,1,0,1
0.4,5,2,4,62.4,56.0,4.72,4.74,2.95,0,30368,0,0,0
0.9,3,1,2,63.3,59.0,6.08,6.12,3.86,0,30369,1,1,0
0.55,5,0,2,61.3,57.0,5.26,5.28,3.23,0,30370,1,1,0
0.4,3,3,1,59.6,63.0,4.77,4.81,2.85,0,30371,0,0,0
0.32,6,2,4,61.5,56.0,4.41,4.43,2.72,0,30372,0,0,0
1.0,2,4,4,60.3,56.0,6.52,6.54,3.94,1,30373,1,0,1
0.25,5,2,2,61.0,58.0,4.02,4.05,2.46,1,30374,0,1,1
1.23,4,2,2,59.1,58.0,7.06,7.09,4.18,1,30375,1,0,1
0.4,4,2,1,63.1,59.0,4.64,4.68,2.94,0,30376,0,0,0
1.8,2,6,2,61.4,55.0,7.86,7.8,4.81,0,30377,1,1,0
1.52,1,5,4,60.2,57.0,7.47,7.38,4.47,1,30378,1,0,1
1.28,1,5,2,62.6,58.0,6.87,6.89,4.32,0,30379,1,1,0
1.34,1,3,4,61.1,56.0,7.11,7.13,4.35,1,30380,1,0,1
1.0,1,1,1,61.5,64.0,6.29,6.22,3.85,1,30381,1,0,1
0.57,5,2,4,61.5,57.0,5.36,5.31,3.28,0,30382,0,0,0
0.81,2,0,1,64.1,54.0,5.92,5.96,3.81,1,30383,1,0,1
0.43,2,0,3,61.2,58.0,4.83,4.87,2.97,0,30384,0,0,0
0.21,1,1,3,61.9,56.0,3.84,3.82,2.37,0,30385,0,0,0
1.53,3,4,2,62.2,58.0,7.3,7.34,4.55,0,30386,1,1,0
0.43,2,0,3,61.2,60.0,4.84,4.8,2.95,0,30387,0,0,0
0.7,2,5,4,61.3,57.0,5.72,5.75,3.52,0,30388,0,0,0
1.28,5,2,4,62.2,56.0,6.95,6.91,4.32,1,30389,1,0,1
0.53,3,4,4,61.4,56.0,5.2,5.23,3.2,1,30390,0,1,1
0.38,2,1,4,62.1,55.0,4.64,4.67,2.89,1,30391,0,1,1
1.09,1,1,3,59.4,60.0,6.81,6.7,4.01,1,30392,1,0,1
1.55,5,1,4,62.5,55.0,7.38,7.4,4.62,0,30393,1,1,0
1.53,1,4,4,61.9,57.0,7.42,7.34,4.57,0,30394,1,1,0
0.5,5,3,2,60.0,56.0,5.18,5.21,3.12,0,30395,0,0,0
0.51,2,0,4,61.5,56.0,5.15,5.16,3.17,0,30396,0,0,0
1.01,3,5,4,59.9,61.0,6.49,6.53,3.9,1,30397,1,0,1
0.55,3,3,3,61.5,61.0,5.27,5.23,3.23,1,30398,0,1,1
0.5,0,3,3,62.2,59.0,5.07,5.03,3.14,0,30399,0,0,0
0.73,5,3,4,62.4,57.0,5.71,5.79,3.59,1,30400,1,0,1
0.41,3,3,3,62.4,58.0,4.76,4.72,2.96,0,30401,0,0,0
0.7,2,2,3,61.3,59.0,5.74,5.68,3.5,1,30402,1,0,1
1.06,2,3,4,62.0,56.0,6.52,6.55,4.05,1,30403,1,0,1
0.71,5,1,4,61.7,56.0,5.78,5.8,3.57,0,30404,1,1,0
0.52,1,1,1,63.7,56.0,5.15,5.12,3.27,0,30405,0,0,0
1.51,4,3,1,63.1,60.0,7.24,7.3,4.59,1,30406,1,0,1
1.01,1,0,2,60.3,57.0,6.51,6.56,3.94,0,30407,1,1,0
0.51,5,3,4,61.3,57.0,5.15,5.12,3.15,0,30408,0,0,0
0.31,5,4,3,60.6,60.0,4.38,4.34,2.64,0,30409,0,0,0
1.51,3,3,3,61.2,61.0,7.44,7.33,4.52,1,30410,1,0,1
0.72,3,1,3,62.5,59.0,5.73,5.7,3.57,1,30411,1,0,1
1.04,1,1,4,61.9,57.0,6.48,6.51,4.02,1,30412,1,0,1
0.51,3,2,4,63.2,57.0,5.08,5.05,3.2,0,30413,0,0,0
0.4,1,0,2,63.1,56.0,4.67,4.65,2.94,0,30414,0,0,0
1.0,1,4,4,61.4,60.0,6.35,6.41,3.92,0,30415,1,1,0
1.46,2,2,2,62.8,59.0,7.13,7.18,4.49,1,30416,1,0,1
0.78,1,2,3,60.6,57.0,5.98,5.94,3.61,0,30417,0,0,0
0.3,5,1,4,61.9,57.0,4.28,4.32,2.66,0,30418,0,0,0
0.7,2,3,2,63.6,58.0,5.61,5.65,3.58,1,30419,0,1,1
0.41,4,6,2,62.0,55.0,4.74,4.77,2.95,0,30420,0,0,0
1.06,1,3,4,62.2,57.0,6.51,6.49,4.04,0,30421,1,1,0
0.75,3,3,3,61.7,58.0,5.85,5.79,3.59,1,30422,1,0,1
0.53,3,3,3,60.7,59.0,5.24,5.18,3.16,0,30423,0,0,0
0.38,3,4,3,60.5,59.0,4.66,4.69,2.83,0,30424,0,0,0
0.66,6,1,2,61.8,55.0,5.6,5.66,3.48,1,30425,1,0,1
0.78,3,1,4,62.0,55.0,5.95,5.89,3.67,1,30426,1,0,1
0.3,6,3,4,61.7,57.0,4.31,4.34,2.67,0,30427,0,0,0
0.31,3,0,4,61.8,55.0,4.33,4.37,2.69,0,30428,0,0,0
1.0,2,1,2,63.3,56.0,6.31,6.39,4.02,1,30429,1,0,1
0.46,1,2,2,61.5,56.0,4.98,5.01,3.07,0,30430,0,0,0
0.93,4,5,2,62.6,59.0,6.17,6.2,3.87,1,30431,1,0,1
1.02,1,4,1,63.1,59.0,6.37,6.43,4.04,1,30432,1,0,1
0.58,6,5,2,63.0,57.0,5.31,5.35,3.36,0,30433,0,0,0
0.75,4,6,0,61.9,67.0,5.8,5.7,3.56,0,30434,0,0,0
0.54,3,1,2,63.1,58.0,5.21,5.13,3.26,0,30435,0,0,0
1.31,3,5,4,62.4,57.0,6.93,6.97,4.34,1,30436,1,0,1
1.61,3,2,3,62.3,59.0,7.53,7.47,4.67,0,30437,1,1,0
1.14,0,2,4,61.3,56.0,6.76,6.74,4.13,1,30438,1,0,1
1.24,3,1,4,62.0,57.0,6.87,6.9,4.27,1,30439,1,0,1
0.72,5,3,4,62.6,56.0,5.7,5.74,3.58,1,30440,1,0,1
0.58,2,3,4,62.0,58.0,5.33,5.38,3.32,0,30441,0,0,0
0.35,2,3,1,63.8,54.0,4.46,4.48,2.85,1,30442,0,1,1
1.01,4,1,2,63.9,58.0,6.31,6.36,4.05,1,30443,1,0,1
1.04,1,3,2,60.9,58.0,6.52,6.58,3.99,1,30444,1,0,1
0.55,1,3,4,62.1,56.0,5.25,5.22,3.25,0,30445,0,0,0
1.19,1,1,4,60.2,57.0,6.84,6.87,4.13,1,30446,1,0,1
1.53,4,5,3,61.2,59.0,7.41,7.39,4.53,1,30447,1,0,1
1.54,4,5,1,63.6,60.0,7.33,7.3,4.65,1,30448,1,0,1
0.7,2,6,4,62.3,57.0,5.69,5.71,3.55,0,30449,0,0,0
1.64,3,3,4,61.5,56.0,7.59,7.62,4.68,0,30450,1,1,0
0.61,3,3,3,63.0,58.0,5.43,5.4,3.41,0,30451,0,0,0
1.04,3,2,3,61.9,58.0,6.55,6.51,4.04,1,30452,1,0,1
0.72,5,6,2,63.0,59.0,5.7,5.72,3.6,0,30453,0,0,0
0.49,1,4,4,60.7,56.0,5.13,5.18,3.13,0,30454,0,0,0
0.35,3,1,2,60.2,60.0,4.54,4.57,2.74,0,30455,0,0,0
0.39,2,1,4,61.1,55.0,4.74,4.75,2.9,0,30456,0,0,0
0.55,2,0,4,60.9,56.0,5.31,5.34,3.24,0,30457,0,0,0
1.01,2,1,2,62.1,56.0,6.43,6.48,4.01,1,30458,1,0,1
1.21,4,4,2,62.6,58.0,6.71,6.75,4.21,1,30459,1,0,1
1.14,1,4,4,62.6,57.0,6.72,6.63,4.18,1,30460,1,0,1
1.0,1,1,0,65.2,56.0,6.3,6.12,4.05,0,30461,1,1,0
0.28,5,4,4,62.0,57.0,4.21,4.24,2.62,0,30462,0,0,0
0.38,3,2,4,62.2,57.0,4.6,4.63,2.87,1,30463,0,1,1
